code;product_name_pl;product_name_en;generic_name_en;generic_name_pl;quantity;serving_size;brands;categories;categories_tags;countries;countries_tags;origins_tags;energy-kcal_value;energy-kcal_unit;fat_value;fat_unit;saturated-fat_value;saturated-fat_unit;carbohydrates_value;carbohydrates_unit;sugars_value;sugars_unit;fiber_value;fiber_unit;proteins_value;proteins_unit;salt_value;salt_unit
5906185012744;Olej kokosowy Bio;;;;900 ml;;Vita Natura;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Tłuszcze, Tłuszcze roślinne, Oleje roślinne, en:Fruit and fruit seed oils, Oleje kokosowe;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils,en:fruit-and-fruit-seed-oils,en:coconut-oils;Polska;en:poland;;862;kcal;100;g;86.5;g;0;g;0;g;;;0;g;0;g
5902944903049;Majonez wyborny z żółtkiem z jaja kurzego z chowu z wolnego wybiegu;;;majonez;400 ml;16 ml;Madero;Przyprawy, Sosy, Majonezy, en:groceries;en:condiments,en:sauces,en:mayonnaises,en:groceries;Polska;en:poland;;703;kcal;76;g;5.8;g;3.6;g;3.4;g;;;1.1;g;0.64;g
5900567017532;Parówki z szynki;;;;250 g;42g;Kraina Wędlin,Animex Foods;Meats and their products, Meats, Prepared meats, Sausages, Pork sausages, Ham sausages;en:meats-and-their-products,en:meats,en:prepared-meats,en:sausages,en:pork-sausages,en:ham-sausages;Poland;en:poland;;285;kcal;25;g;10;g;0.7;g;0.7;g;0.8;g;14;g;2.1;g
5901414204891;Krakuski Pangani;;;Herbatniki z kawałkiami orzechów laskowych (12%);123 g;;Krakuski,Bahlsen Polska;Przekąski, Słodkie przekąski, en:Biscuits and cakes, Herbatnik;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits;Polska;en:poland;;530;kcal;31;g;12;g;54;g;21;g;;;7.5;g;0.58;g
5902379812138;Harnasie maślane w czekoladzie;;;;152 g;12g;Ciasteczka z Beskidów,Harnasie;Ciasteczka;pl:ciasteczka;Polska;en:poland;;508;kcal;25;g;11;g;63;g;29;g;;;8;g;0.33;g
5900617031709;Ciasteczka zbożowe o smaku maślanym;;;;300 g;50g;CooKiss,Sante A.Kowalski;Ciasteczka;pl:ciasteczka;Polska;en:poland;;463;kcal;18;g;2.2;g;65;g;20;g;3.9;g;8.4;g;0.68;g
5901398069738;Pierogi z twarogiem i jagodami;Dumpings with cottage cheese and blueberries;;;400 g;400g;U Jędrusia;Posiłki, Dania z makaronem, en:Stuffed pastas, Pierogi;en:meals,en:pasta-dishes,en:stuffed-pastas,en:pierogi;Polska;en:poland;;170;kcal;1.5;g;0.2;g;31;g;7.9;g;1.7;g;7.7;g;0.35;g
5904285046720;Kopytka;;;;500 g;125g;Swojska Chata;Kopytka;pl:kopytka;Polska;en:poland;;148;kcal;1.3;g;0.2;g;30;g;2;g;2.3;g;3;g;1.5;g
5901398080047;Krokiety z kapustą i grzybami;;;;800 g;;Swojska Chata,U Jędrusia;Krokiety;pl:krokiety;Polska;en:poland;;187;kcal;7.5;g;0.7;g;24;g;2.1;g;3.4;g;4.4;g;1.5;g
5901596470107;Śledź w sosie pomidorowym;;;;170 g;170g;Baltica;Owoce morza, en:Fishes and their products, Konserwy, Ryby, Tłuste ryby, Konserwy rybne, Śledzie, Śledzie w puszce, en:Canned herrings in tomato sauce;en:seafood,en:fishes-and-their-products,en:canned-foods,en:fishes,en:fatty-fishes,en:canned-fishes,en:herring,en:canned-herrings,en:canned-herrings-in-tomato-sauce;Polska;en:poland;en:atlantic-ocean,en:north-east-atlantic-ocean,xx:fao-27-3,xx:fao-27-3-d;99;kcal;4.4;g;;;5.5;g;4;g;;;10;g;1;g
5901596471005;Filety śledziowe w sosie pomidorowym;;;;170 g;;Baltica;Owoce morza, en:Fishes and their products, Ryby;en:seafood,en:fishes-and-their-products,en:fishes;Polska;en:poland;;151;kcal;11;g;2.7;g;4.4;g;2.3;g;;;9.7;g;1.3;g
5905617003978;żurawina suszona;;;;120 g;120g;Helio;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie owoców, Produkty suszone, Suszone produkty pochodzenia roślinnego, Suszone owoce, Żurawina suszona;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:dried-products,en:dried-plant-based-foods,en:dried-fruits,en:dried-cranberries;Polska;en:poland;;286;kcal;0.7;g;0.1;g;56;g;37;g;28;g;0.5;g;0.01;g
5900154000602;Jaśki z kremem o smaku toffi;Cereal pillows with toffee-flavoured cream;;Poduszki zbożowe z kremem o smaku toffi;150 g;50g;Chaber;Poduszeczki zbożowe;pl:poduszeczki-zbożowe;Polska;en:poland;;412;kcal;12;g;2.3;g;65;g;25;g;4.2;g;10;g;0.1;g
5900649057500;Rozpuszczalny napój kawowy o smaku śmietankowym;;;;130 g;15g;Cafe d'Or,Mokate;Napoje, en:Instant beverages, Rozpuszczalny napój kawowy;en:beverages,en:instant-beverages,pl:rozpuszczalny-napój-kawowy;Polska;en:poland;;446;kcal;11;g;9.6;g;81;g;57;g;;;5;g;0.69;g
5902659893727;Szynka;;;Szynka wieprzowa, parzona,wędzona z połaczonych kawałków mięsa z dodaną wodą.;250 g;250g;Animex Kutno,Morliny;Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Szynka, Wieprzowina i jej produkty, Wieprzowina;en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:pork-and-its-products,en:pork;Polska;en:poland;;94;kcal;2.4;g;1.5;g;1.1;g;0.4;g;;;17;g;2.2;g
5900562485114;Mielonka Tyrolska;;;Kiełbasa wieprzowa, drobno rozdrobniona, parzona, niewędzona, plastrowana.;270 g;38.5g;Kraina wędlin,Sokołów;Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Wieprzowina i jej produkty, Wieprzowina, en:Cut, Mielonka;en:meats-and-their-products,en:meats,en:prepared-meats,en:pork-and-its-products,en:pork,en:cut,pl:mielonka;Polska;en:poland;;213;kcal;16;g;7.2;g;4.1;g;1.2;g;;;12;g;1.9;g
5908230524639;Kabanos excellence z indyka z dodatkiem wieprzowiny;;;Wyrób drobiowo-wieprzowy, drobno rozdrobniony, wędzony, parzony, suszony.;100 g;100g;Tarczyński;Produkty na bazie mięsa, en:Meat preparations, Mięsa, Mięsa przetworzone, Wieprzowina i jej produkty, Mięso drobiowe, Kiełbasy, Wieprzowina, en:Turkey and its products, en:Turkeys, Kiełbasy drobiowe, en:Turkey preparations, Polskie produkty mięsne, Kiełbasy z indyka, Kabanosy;en:meats-and-their-products,en:meat-preparations,en:meats,en:prepared-meats,en:pork-and-its-products,en:poultries,en:sausages,en:pork,en:turkey-and-its-products,en:turkeys,en:poultry-sausages,en:turkey-preparations,en:polish-meat-products,en:turkey-sausages,pl:kabanosy;Polska;en:poland;;490;kcal;42;g;17;g;2.9;g;0.5;g;;;25;g;2.7;g
5900766003169;Mieszanka do wypieku chleba pszenno-żytniego. Chleb pszenno-żytni z pestkami dyni.;;;;500 g;500g;Polskie Młyny;Mieszanka do wypieku chleba;pl:mieszanka-do-wypieku-chleba;Polska;en:poland;;371;kcal;8;g;1.4;g;59;g;1.1;g;4.7;g;13;g;1.76;g
5900244025621;Szynka konserwowa z galaretką;;;;455 g;;Morliny,Animex Foods;Konserwy, Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Szynka, Wieprzowina i jej produkty, Wieprzowina, Konserwy mięsne;en:canned-foods,en:meats-and-their-products,en:meats,en:prepared-meats,en:hams,en:pork-and-its-products,en:pork,en:canned-meats;Polska;en:poland;;114;kcal;4.9;g;2;g;0.5;g;0;g;;;17;g;2;g
5900766003176;Mieszanka do wypieku chleba żytniego. Chleb żytni.;;;;500 g;500g;Polskie Młyny;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Mąki, Mieszanka do wypieku chleba;en:plant-based-foods-and-beverages,en:plant-based-foods,en:flours,pl:mieszanka-do-wypieku-chleba;Polska;en:poland;;339;kcal;3;g;0.5;g;63;g;2.1;g;5.9;g;12;g;1.8;g
5906827015652;Mieszanka do przygotowania chleba bez mąki z czarnuszką i orkiszem;;;;600 g;600g;Melvit;Mieszanka do przygotowania chleba;pl:mieszanka-do-przygotowania-chleba;Polska;en:poland;;493;kcal;33;g;4.8;g;22;g;3.6;g;14;g;21;g;0.06;g
5900766003190;Mieszanka do wypieku chleba pszenno-żytni. Chleb baltonowski;;;;500 g;500g;Polskie Młyny;Mieszanka do wypieku chleba;pl:mieszanka-do-wypieku-chleba;Polska;en:poland;;339;kcal;2.9;g;0.5;g;65;g;1.2;g;4.7;g;11;g;2;g
5900244010047;Mielonka luksusowa 94 % mięsa;;;;300 g;300g;Krakus,Animex Foods;Konserwy, Produkty na bazie mięsa, Smarowidła, Mięsa, Mięsa przetworzone, Słone smarowidła, Wieprzowina i jej produkty, en:Rillettes, Wieprzowina, en:Potted meats, Konserwy mięsne, Mielonka;en:canned-foods,en:meats-and-their-products,en:spreads,en:meats,en:prepared-meats,en:salted-spreads,en:pork-and-its-products,en:rillettes,en:pork,en:potted-meats,en:canned-meats,pl:mielonka;Polska;en:poland;;233;kcal;19;g;7.6;g;0.5;g;0;g;;;15;g;1.9;g
5902160773303;Konserwa turystyczna;;;;300g;;Krakus,Animex Foods;Konserwy, Produkty na bazie mięsa, Mięsa, Wieprzowina i jej produkty, Wieprzowina, Konserwy mięsne;en:canned-foods,en:meats-and-their-products,en:meats,en:pork-and-its-products,en:pork,en:canned-meats;Niemcy, Polska;en:germany,en:poland;;291;kcal;26;g;10;g;0.2;g;0;g;;;17;g;2.2;g
5902162387911;Frytki proste;;;;1 kg;150g;Mr. Potato;Chipsy i frytki, Produkty mrożone, Mrożone ziemniaki, en:Fries;en:chips-and-fries,en:frozen-foods,en:frozen-fried-potatoes,en:fries;Polska;en:poland;;124;kcal;4.5;g;0.5;g;16;g;0.5;g;;;2.4;g;0.07;g
5900397735057;Kociołek Boloński;All-in One Bolognese Dish;;;580 g;580g;Łowicz,Agros Nova Foods;Produkty na bazie mięsa, Posiłki, Posiłki z mięsem, Dania z wieprzowiną;en:meats-and-their-products,en:meals,en:meals-with-meat,en:pork-meals;Polska;en:poland;;71;kcal;1.8;g;0.8;g;9.9;g;3.1;g;;;3;g;1.1;g
5901002006586;Mięso wołowe z makaronem i boczkiem wędzonym w sosie pomidorowym;;;;830 g;415g;Stoczek,Męska Rzecz;Produkty na bazie mięsa, Posiłki, Posiłki z mięsem, Dania z wołowiną, en:Beef stews;en:meats-and-their-products,en:meals,en:meals-with-meat,en:beef-dishes,en:beef-stews;Polska;en:poland;;79;kcal;4.1;g;1.5;g;6.8;g;1.3;g;;;3.3;g;1.2;g
5900259099235;Zielona Cebulka Chipsy ziemniaczane;Lays Green Onion;flavoured potato crisps;;80 g;;Lay's;Plant-based foods and beverages, Plant-based foods, Snacks, Cereals and potatoes, Salty snacks, Appetizers, Chips and fries, Crisps, Potato crisps, Flavoured potato crisps;en:plant-based-foods-and-beverages,en:plant-based-foods,en:snacks,en:cereals-and-potatoes,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps,en:potato-crisps,en:flavoured-potato-crisps;Poland;en:poland;;526;kcal;31;g;2.6;g;53;g;3.1;g;;;6.1;g;1.7;g
5905689303440;BigPower classic;;;Gazowany napój energetyczny z tauryną i kofeiną wzbogacony witaminami;250 ml;250g;Sulimar,BigPower;Napoje, Napoje gazowane, Napoje sztucznie słodzone, Napoje energetyczne;en:beverages,en:carbonated-drinks,en:artificially-sweetened-beverages,en:energy-drinks;Polska;en:poland;;26;kcal;0.5;g;0.1;g;5.6;g;5.6;g;;;0.5;g;0.18;g
5906395781607;Sok tłoczony jabłkowy z dodatkiem przecieru truskawkowego;;;;330 ml;;Sad Sandomierski;Żywność i napoje na bazie roślin, Napoje, Napoje na bazie roślin, Napoje owocowe, Soki i nektary, Soki owocowe, Soki wieloowocowe;en:plant-based-foods-and-beverages,en:beverages,en:plant-based-beverages,en:fruit-based-beverages,en:juices-and-nectars,en:fruit-juices,en:multifruit-juices;Polska;en:poland;;45;kcal;0.5;g;0.1;g;11;g;7.2;g;;;0.5;g;0;g
5901218021120;Cukierki czekoladowe z orzechami arachidowymi;;;;250 g;16g;Śnieżka;Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, en:Confectioneries, Cukierki czekoladowe, Cukierki;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:chocolate-candies,en:candies;Niemcy, Polska, Rumunia, Wielka Brytania;en:germany,en:poland,en:romania,en:united-kingdom;en:poland;499;kcal;28;g;13;g;49;g;43;g;;;8.7;g;0.25;g
8712423008465;Rosół z kury;;;;100 g (10 x 10 g);250g;Knorr,Unilever Polska;Przyprawy, Produkty suszone, en:Dried products to be rehydrated, Bulion, en:Dehydrated broths, Kostki bulionowe, en:groceries;en:condiments,en:dried-products,en:dried-products-to-be-rehydrated,en:broths,en:dehydrated-broths,en:bouillon-cubes,en:groceries;Polska;en:poland;;6;kcal;0.5;g;0.3;g;0.5;g;0.5;g;;;0.5;g;0.95;g
3800020423462;KitKat Chunky White;;;Paluszek waflowy w białej czekoladzie 68%.;40 g;40g;Kit Kat,Nestlé;Przekąski, Słodkie przekąski, Kakao i produkty na bazie kakao, en:Confectioneries, en:Biscuits and cakes, Cukierki czekoladowe, Herbatnik, Wafle;en:snacks,en:sweet-snacks,en:cocoa-and-its-products,en:confectioneries,en:biscuits-and-cakes,en:chocolate-candies,en:biscuits,en:wafers;Polska;en:poland;;516;kcal;26.4;g;15.1;g;60.8;g;51.9;g;0.5;g;8.1;g;0.32;g
5904951000018;Smalec wieprzowy;;;;200g;;Jagr;Tłuszcze, Tłuscze zwierzęce;en:fats,en:animal-fats;Polska;en:poland;;900;kcal;100;g;;;0;g;0;g;;;0;g;0;g
8410159016586;Hiszpańskie oliwki zielone nadziewane pastą paprykową;;;;200 g;;Figaro;Kasvipohjaiset ruoat ja juomat, Kasvipohjaiset ruoat, Säilykkeet, Oliivipuun tuotteet, Kasvipohjaiset säilykkeet, Oliivit, Vihreät oliivit, Täytetyt oliivit, Täytetyt vihreät oliivit, Vihreät paprikatäytteiset oliivit;en:plant-based-foods-and-beverages,en:plant-based-foods,en:pickles,en:olive-tree-products,en:plant-based-pickles,en:olives,en:green-olives,en:stuffed-olives,en:green-stuffed-olives,en:green-olives-stuffed-of-peppers;Suomi, Puola;en:finland,en:poland;;145;kcal;15;g;3;g;0.1;g;0.1;g;;;1;g;3.7;g
5907653114106;Szprot podwędzany w oleju;;;Winter Sprats Szprot podwedzany;170 g;170g;Korsarz,Evrafish;Owoce morza, en:Fishes and their products, Konserwy, Ryby, Konserwy rybne;en:seafood,en:fishes-and-their-products,en:canned-foods,en:fishes,en:canned-fishes;Polska;en:poland;en:poland;347;kcal;31.3;g;;;0;g;;;;;16.4;g;;
5902162121614;Pizza z szynką i pieczarkami;Pizza with pork ham and button mushrooms, one pre-baked dough. Quick frozen.;;;420 g;210g;Iglotex;Produkty mrożone, Posiłki, en:Pizzas pies and quiches, Pizza, Pizza i ciasta mrożone, Pizza mrożona;en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas;Polska;en:poland;;191;kcal;6.1;g;2.1;g;24;g;2.8;g;;;8.4;g;0.95;g
20859688;Chleb żytni z pełnego ziarna żyta, razowy;;;;450 g;;Castello;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Zboża i ziemniaki, Chleb;en:plant-based-foods-and-beverages,en:plant-based-foods,en:cereals-and-potatoes,en:breads;Polska;en:poland;;200;kcal;1.4;g;0.2;g;37;g;5.1;g;9.2;g;5.3;g;0.92;g
5901398071557;Krokiety z mięsem;;;;400 g;400g;Swojska Chata,U Jędrusia;Posiłki, en:Krokiety z mięsem, Krokiety;en:meals,en:krokiety-z-mięsem,pl:krokiety;Polska;en:poland;;257;kcal;13;g;3.4;g;23;g;3.1;g;2.3;g;9.6;g;1.5;g
5900862520737;Rozpuszczalny napój kakaowy z dodatkiem witamin i składników mineralnych.;;;;600 g;13.5g;Nestle,Nesquik;Kakao i produkty na bazie kakao, en:Cocoa and chocolate powders, Napój kakaowy;en:cocoa-and-its-products,en:cocoa-and-chocolate-powders,pl:napój-kakaowy;Estonia, Łotwa, Litwa, Polska;en:estonia,en:latvia,en:lithuania,en:poland;;383;kcal;3.3;g;1.5;g;80;g;77;g;6.8;g;5;g;0.4;g
5900259097538;Chipsy ziemniaczane o smaku pikantnej papryki.;;;Lay's Spicy Paprika;180 g;30g;Lay's;Przekąski, Słone przekąski, Przystawki, Chipsy i frytki, Chipsy;en:snacks,en:salty-snacks,en:appetizers,en:chips-and-fries,en:crisps;Polska;en:poland;;526;kcal;31;g;2.8;g;53;g;2.8;g;4.4;g;6.2;g;1.7;g
5902476000445;Jogurt naturalny;;;;200 g;200g;Jana,Średzka Spółdzielna Mleczarska;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, Jogurty, en:Plain fermented dairy desserts, Jogurty naturalne;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,en:plain-fermented-dairy-desserts,en:plain-yogurts;Polska;en:poland;en:poland;87;kcal;4.5;g;2.8;g;6.9;g;6.9;g;;;4.7;g;0.14;g
5902150592525;Jogurt z owsianką z jabłkami i cynamonem;;;;180 g;180g;Polmlek,Mazowiecka Spółka Mleczarska;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, Jogurty;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts;Polska;en:poland;en:poland;92;kcal;2.3;g;1.3;g;14;g;11;g;0.7;g;3.4;g;0.14;g
5902474005176;Bigos wiejski z kiełbasą;;;;520 g;520g;Rolnik;Posiłki, Bigos;en:meals,pl:bigos;Polska;en:poland;;84;kcal;4.9;g;1.9;g;5.9;g;4.1;g;;;2.8;g;1.2;g
5902474002861;Pasztet z borowikami;;;;190 g;;Rolnik;Produkty na bazie mięsa, Mięsa, Mięsa przetworzone, Wieprzowina i jej produkty, fr:Charcuteries diverses, Pasztet, Wieprzowina, Pasztety z wieprzowiny, en:Country-style Pâtés;en:meats-and-their-products,en:meats,en:prepared-meats,en:pork-and-its-products,fr:charcuteries-diverses,en:pate,en:pork,en:pork-pates,en:country-style-pates;Polska;en:poland;;198;kcal;16;g;13;g;3;g;0.8;g;1.2;g;10;g;1.4;g
5601009955176;Lasaña;;;;1 kg;250g;Dania Express;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Posiłki, Dania z makaronem, Makarony, Gotowa lasagne, en:Meat lasagnas, en:Bolognese lasagne;en:plant-based-foods-and-beverages,en:plant-based-foods,en:meals,en:pasta-dishes,en:pastas,en:prepared-lasagne,en:meat-lasagnas,en:bolognese-lasagne;Polska;en:poland;;172;kcal;8.8;g;3.6;g;15;g;1.5;g;1.5;g;7.5;g;1;g
5907464906747;Kapusta kiszona z marchewką;;;;500 g;;Dominik;Kiszonki;pl:kiszonki;Polska;en:poland;;25;kcal;0.1;g;0.03;g;3.7;g;1.5;g;2.6;g;0.9;g;1.1;g
5904730127677;Margaryna Pyszna o smaku masła;;;;1 kg;10g;Ajax;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Tłuszcze, Smarowidła, Roślinne smarowidła, Słone smarowidła, Tłuszcze do smarowania, Tłuszcze roślinne, Margaryny, Margaryny light, Margaryny niesolone, en:Light unsalted margarines;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:spreads,en:plant-based-spreads,en:salted-spreads,en:spreadable-fats,en:vegetable-fats,en:margarines,en:light-margarines,en:unsalted-margarines,en:light-unsalted-margarines;Polska;en:poland;;225;kcal;25;g;6;g;0;g;0;g;0;g;0.5;g;0.8;g
5906660157120;Świeże daktyle medjool BIO;;;;120 g;;Organic House;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie owoców, Owoce, Daktyle;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:dates;Polska;en:poland;en:israel;284;kcal;0.3;g;0.16;g;71;g;65.5;g;5.5;g;2;g;0;g
5905162002860;Kapusta kiszona z marchewką;;;;900 g (przed odsączeniem 1000 g);;Swojska Chata;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty na bazie warzyw i owoców, Produkty na bazie warzyw, Posiłki, en:Fermented vegetables, Kapusta kiszona, Kiszonka;en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:vegetables-based-foods,en:meals,en:fermented-vegetables,en:sauerkrauts,pl:kiszonka;Polska;en:poland;;16;kcal;0.2;g;0;g;1.6;g;0;g;2.2;g;1.2;g;2.3;g
5900437086057;Sernik królewski;;;Ciasto w proszku Sernik królewski;520g;90g;Dr.Oetker;Przekąski, Desery, Słodkie przekąski, en:Biscuits and cakes, Ciasto;en:snacks,en:desserts,en:sweet-snacks,en:biscuits-and-cakes,en:cakes;Polska;en:poland;;359;kcal;18.7;g;7.9;g;35.2;g;19.9;g;1.5;g;11.8;g;0.5842;g
59076803;WW gorzka czekolada;;;;47 g;47g;E. Wedel,Lotte Wedel;Przekąski, Słodkie przekąski, en:Confectioneries, Cukierki, Batony;en:snacks,en:sweet-snacks,en:confectioneries,en:candies,pl:batony;Polska;en:poland;;483;kcal;27;g;15;g;51;g;44;g;5.4;g;6.8;g;0.13;g
5900352004044;Jeżyki Kokos;;;;140 g;;Goplana;Przekąski, Słodkie przekąski, en:Confectioneries, en:Biscuits and cakes, Herbatnik, Cukierki, en:Chocolate biscuits, Ciastka;en:snacks,en:sweet-snacks,en:confectioneries,en:biscuits-and-cakes,en:biscuits,en:candies,en:chocolate-biscuits,pl:ciastka;Polska;en:poland;;492;kcal;25;g;14;g;60;g;32;g;;;5.6;g;0.44;g
5902884460374;Musli z truskawkami, czerwonymi porzeczkami i czekoladą mleczna;;;;360 g;60g;OneDayMore;Żywność i napoje na bazie roślin, Żywność na bazie roślin, Produkty śniadaniowe, Zboża i ziemniaki, Zboża i produkty zbożowe, Płatki śniadaniowe, Musli;en:plant-based-foods-and-beverages,en:plant-based-foods,en:breakfasts,en:cereals-and-potatoes,en:cereals-and-their-products,en:breakfast-cereals,en:mueslis;Polska;en:poland;;400;kcal;8.7;g;3.1;g;65.2;g;10.4;g;5.8;g;11.7;g;0.24;g
5901619150566;Leczo z fasolkami;;;;500 g;500g;Międzychód;Meals, Stews, pl:Leczo;en:meals,en:stews,pl:leczo;Poland;en:poland;en:poland;66;kcal;1.1;g;0.1;g;9.7;g;2.7;g;;;3.3;g;0.8;g
5900783004095;Pulpety wieprzowo-wołowe w sosie pomidorowym;;;;600 g;200g;Pudliszki;Produkty na bazie mięsa, Posiłki, Posiłki z mięsem, en:Meatballs in tomato sauce;en:meats-and-their-products,en:meals,en:meals-with-meat,en:meatballs-in-tomato-sauce;Polska;en:poland;;90;kcal;4.4;g;1.3;g;7.3;g;1.5;g;0.6;g;5.1;g;1.1;g
5900397735026;Kociołek chłopski;All in one farmers dish;;;580 g;580g;Łowicz;Posiłki, Potrawki;en:meals,en:stews;Polska;en:poland;;57;kcal;1.8;g;0.7;g;6.6;g;2.5;g;;;2.5;g;1.3;g
5900783004071;Klopsiki wieprzowe w sosie pomidorowym;;;;600 g;200 g;Pudliszki;Meats and their products, Meals, Meals with meat, Pork meals;en:meats-and-their-products,en:meals,en:meals-with-meat,en:pork-meals;Poland;en:poland;;253;kcal;14;g;3.2;g;21;g;5.8;g;1.6;g;11;g;2.6;g
5901696000860;Krupnik z mięsem wieprzowym;;;;450 g;450g;Profi;Posiłki, Zupy, Krupnik;en:meals,en:soups,be:крупеня;Polska;en:poland;en:poland;35;kcal;1.2;g;0.5;g;4.6;g;0.5;g;0.5;g;1.2;g;1;g
5903895631012;Krupnik z mięsem drobiowym;;;;660 g;660g;Kuchnia Staropolska,Kooperol;Posiłki, Zupy, Krupnik;en:meals,en:soups,be:крупеня;Polska;en:poland;en:poland;43;kcal;0.5;g;0.2;g;6.7;g;0.5;g;;;2.5;g;1.2;g
5901356050501;Tago Ciasteczka owsiane z sezamem;;;;185 g;;Tago;Przekąski, Słodkie przekąski, en:Confectioneries, en:Biscuits and cakes, Herbatnik, Cukierki, en:Drop cookies, Ciasteczka;en:snacks,en:sweet-snacks,en:confectioneries,en:biscuits-and-cakes,en:biscuits,en:candies,en:drop-cookies,pl:ciasteczka;Francja, Polska;en:france,en:poland;;492;kcal;23;g;11;g;65;g;38;g;4;g;5.5;g;0.285;g
8584004041396;Oryginał orzechowe;Oryginał Góralki orzechowe;;Wafelki z kremowym nadzieniem (72%) z orzechami laskowymi w obwodowej polewie kakaowej.;50 g;50g;Góralki,IDC Holding;Przekąski, Słodkie przekąski, en:Biscuits and cakes, Herbatnik, Wafle, en:Stuffed wafers, en:Hazelnut cream stuffed wafers;en:snacks,en:sweet-snacks,en:biscuits-and-cakes,en:biscuits,en:wafers,en:stuffed-wafers,en:hazelnut-cream-stuffed-wafers;Francja, Polska, Wielka Brytania;en:france,en:poland,en:united-kingdom;en:slovakia;552;kcal;33;g;19;g;51;g;35;g;5;g;7;g;0.2;g
5900437007113;Pizza z szynką i sosem pesto, głęboko mrożona.;;;;360 g;360g;Dr.Oetker;Produkty mrożone, Posiłki, en:Pizzas pies and quiches, Pizza, Pizza i ciasta mrożone, Pizza mrożona;en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas;Polska;en:poland;en:poland;231;kcal;7.8;g;3.4;g;30;g;3.6;g;;;8.9;g;1.4;g
5900437002187;Pizza z szynką i pieczarkami z sosem czosnkowym, głęboko mrożona.;Riggs Pizza with ham & mushrooms with garlic sauce;;;270 g;270g;Dr. Oetker;en:Frozen foods, en:Meals, en:Pizzas pies and quiches, en:Pizzas, en:Frozen pizzas and pies, en:Frozen pizzas;en:frozen-foods,en:meals,en:pizzas-pies-and-quiches,en:pizzas,en:frozen-pizzas-and-pies,en:frozen-pizzas;Polonia, România;en:poland,en:romania;en:poland;206;kcal;6.9;g;2;g;28;g;3.6;g;;;7.6;g;1;g
3560070692842;Mini Kiełbaski suszone;;;Minikiełbaski suszone w 100% z mięsa wieprzowego.;75 g;37,5 g;Carrefour;Snacks, Viandes et dérivés, Snacks salés, Viandes, Charcuteries, Saucisses, Saucissons, Saucissons secs;en:snacks,en:meats-and-their-products,en:salty-snacks,en:meats,en:prepared-meats,en:sausages,en:cured-sausages,en:dry-sausages;France, Pologne, Roumanie;en:france,en:poland,en:romania;en:france;474;kcal;38;g;15;g;3.5;g;2.3;g;0;;29;g;4.8;g
9019100573100;Mleko fermentowane z sokiem truskawkowym z bakteriami oraz witaminami;;;;600 g (6 x 100 g);100ml;ActiPlus;Nabiał, Żywność fermentowana, Fermentowane produkty mleczne, Desery, Desery mleczne, Fermentowane desery mleczne, Jogurty, Mleko fermentowane;en:dairies,en:fermented-foods,en:fermented-milk-products,en:desserts,en:dairy-desserts,en:fermented-dairy-desserts,en:yogurts,pl:mleko-fermentowane;Polska;en:poland;;63;kcal;0.9;g;0.5;g;10.8;g;10.7;g;0;g;3;g;0.1;g
